,loopless
EX_nmn_e,0.0
EX_gaba_e,0.0
EX_pro__L_e,0.0
EX_larabinose_e,0.0
EX_formate_e,0.0
EX_c160_e,0.0
EX_4hpheac_e,0.0
EX_mltttr_e,0.0
EX_pac_e,0.0
EX_fuc1p_e,0.0
EX_nh4_e,-2.6268631341931026
EX_r3hbn_e,0.0
EX_an_e,0.0
EX_man6p_e,0.0
EX_mnt_e,0.0
EX_glx_e,0.0
EX_4flthr_e,0.0
EX_6chq_e,0.0
EX_co2_e,13.202388838957749
EX_acon__C_e,0.0
EX_lys__L_e,0.0
EX_na_e,0.0
EX_knt_e,0.0
EX_4flrbz_e,0.0
EX_ppa_e,0.0
EX_bp23d_e,0.0
EX_pnto_e,0.0
EX_ptrc_e,0.0
EX_o2_e,-12.743895089634131
EX_gluc_e,0.0
EX_man_e,0.0
EX_mal_e,0.0
EX_taur_e,0.0
EX_26dap__M_e,0.0
EX_leu__L_e,0.0
EX_kdg_e,0.0
EX_trp__L_e,0.0
EX_lac__D_e,0.0
EX_choline_e,0.0
EX_ser__L_e,0.0
EX_xan_e,0.0
EX_glyn_e,0.0
EX_34dhb_e,0.0
EX_t3_e,0.0
EX_lactose_e,0.0
EX_c181_e,0.0
EX_kn_e,0.0
EX_eth_e,0.0
EX_glyb_e,0.0
EX_indole_e,0.0
EX_dser_e,0.0
EX_tyr__L_e,0.0
EX_no3_e,0.0
EX_mobd_e,0.0
EX_bzald_e,0.0
EX_4cresol_e,0.0
EX_h2o_e,61.94683999837457
EX_hyxn_e,0.0
EX_alltn_e,0.0
EX_h_e,-42.50386462322438
EX_4hb_e,0.0
EX_xtsine_e,0.0
UNSMONO,0.0
ATPS4m,50.418143391198825
OPHHX,0.0
OCPPH1,0.0005180649749897491
DHFR,0.006156092088521062
OPHHX3,0.0
DBTS,0.0
TARTRt7,0.0
ARBabc,0.0
HACDH,0.0
PPPGO3,5.476686878463062e-05
DTMPK,0.004313260963200368
KDO8PS,0.0058714030498838235
ADNK,0.0031083898499384946
CSND,0.0
KDOPP,0.0058714030498838235
BAPT2,0.0
COBALTt5,0.0
4HPHEAO,0.0
4FLTHRt,0.0
CAT,0.021932404064994675
GLYALDt,0.0
CCMUCt,0.0
ADA,0.0
TMDPP,0.0
NNATr,0.002338693315668178
HIBHrm,0.0
3HBZt,0.0
UAMAGS,0.014801856428278545
2HBAt,0.0
4HPHEA2,0.0
GPDDA2,0.0
THRD_L,0.10381282005973153
HBZOPT,0.0010361299499794983
4HPHEA1,0.0
GPDDA3,0.0
HOMOGD,0.0
GLNTRS,0.0
GPDDA4,0.0
ACALD,0.0
GPDDA5,0.0
MELIBt2,0.0
2H4HMBZP,0.0
GPDDA1,0.0
HISTD,0.037409225146402644
G1PCYTF,0.0
CYTBD,0.0
OCTDPS,0.0010361299499794983
INDOLEt2r,0.0
NMNAT,0.0
XTSNtr,0.0
IMPC,-0.06086227326178484
TYRTA,-0.0403350587670675
GLYOX,0.0
4HPHED2,0.0
ALDH,0.0
4HPHED1,0.0
TDPGDH,0.0
CHRPL,0.0
THRAD2,0.0
THRA,0.0
TAh,-0.0018211217358861387
DHQS,0.1156543052023629
PPPNDO,0.0
SULFR,0.0
DB4PS,0.005683912868458961
ARGTRS,0.0
PHEMEAS,5.476686878463062e-05
PHOXDR,0.0
GLCP,0.0
2BHPPPH,0.0
FMNAT,0.0010435308781936374
NH4t,2.6268631341931026
FDH,-0.07704020894266811
ADK3,0.0
ANTOXDR,0.0
ADK4,0.0
ADK1,0.3652826799131162
BTPT2,0.0
BTPT1,0.0
SULALDAC,0.0
GALTpts,0.0
34DHDHF,0.0
CYSabc,0.0
ACP1p,0.0
SALCH1,0.0
GMPS,0.0238467774963853
DGSNt2,0.0
ACODA,0.0
KDOCT2,0.0058714030498838235
SALCH5,0.0
SALCH4,0.0
SALCH3,0.0
SALCH2,0.0
BTPT3,0.0
GLUTRS,0.00043813495027704495
GLUTRR,0.00043813495027704495
SLFR,0.05013142074650798
NTPTP1,0.0
CARSA,0.0
LPD5,0.0
NUTPTP2,0.0
2HOHPHDB,0.0
H2Ot,-61.94683999837457
PPAKr,0.0
CBL1abc,0.0
PTRCt2,0.0
HOPNTAL,0.0
METTHFD,0.0
ANTHMN1,0.0
LEUTRS,0.0
ANTHMN2,0.0
MTHFR2,0.0
MDH,4.164791511132162
DHDPS,0.046507432897651184
BZALt,0.0
BPHEDO1,0.0
MDH2,0.0
BPHEDO2,0.0
FBA,0.0
PERD,0.0033230167681485333
UGLYCH,0.0
AKGDH,4.025769515186415
ILEtr,0.0
ALATRS,0.0
MECDPDHT,0.008453340206189878
PHETRS,0.0
FLVRx,0.0
HYDRTS,0.0
PTRCabc,0.0
GALCTtr,0.0
CHCOAL,0.0
MALTTRabc,0.0
LYSTRS,0.0
4FLRBZt,0.0
SPMDabc,0.0
G5SD,0.16725110973526205
KYNATESYN,0.0
FBP,0.0
ACt2r,0.0
ADOCBLS,0.0
GGMT2,0.0
GGMT1,0.0
GAM,0.0
GLUN2,0.0
MNAO15,0.0
LPS,0.008387718642691177
CHLtr,0.0
DCTPD,0.0
DCTPDA2,0.0
ADPRDP,0.0
GLCURt2r,0.0
THFAT,0.0
MACACI,0.0
FORTF,0.0
OMMBZH,0.0
G6Pt6_2,0.0
XPPT,0.0
ACACT1r,0.19496871
CYSSADS,0.0
HTTOG,0.0
SHCHCC,0.0
DHR,-0.03820309804617264
CATOCS,0.0
PPGS,0.0036701203014370687
GENDO,0.0
HATRAZE2,0.0
ADSK,0.05013142074650798
FCLT,5.476686878463062e-05
HATRAZE1,0.0
TRPD,0.0
ADSLFK2,0.0
HACD5,0.0
UNAMPLA,0.014801856428278545
MOHMT,0.0010731345910501126
BTS4,0.0
PPG2DGp,0.0
NADSG,0.002338693315668178
UAAGDS,0.014801856428278545
AMID2,0.0
TAUDO,0.0
THRtr,0.0
AMDS6,0.0
ACPCD,0.0
HMR_7756,0.0
AMDS3,0.0
2HISOPD,0.0
AMDS2,0.0
CADVt,0.0
TMPPP,0.0030935879935102156
NPPDO,0.0
HACD1,0.0
HACD2,0.0
HACD4,0.0
3HBCDH,0.0
DURIt2,0.0
GLYCLTt2r,0.0
G6PDA,0.0
UDPG4E1,0.0
PUNP7,0.0
ALATA_D2,0.0
PUNP6,0.0
PUNP5,0.0
PUNP4,0.0
PAPPT3,0.014801856428278545
PROt4,0.0
3HBD,0.0
PUNP3,0.0
PUNP2,0.0
PUNP1,0.0
FBMO2,0.0
FBMO1,0.0
DHPPRAP,0.0028419564342294806
HMDPPK,0.0
HPPPNt2r,0.0
PNTK,0.0010731345910501126
LCADi,0.0
CBPS,0.11469909206751616
FBMO6,0.0
PNTOK2,0.0
FBMO5,0.0
PNTOK3,0.0
HDCAt2,0.0
FBMO3,0.0
DSERt2,0.0
FBMO9,0.0
FBMO8,0.0
DAPDC,0.031705576469372644
FBMO7,0.0
UAGDP,0.09872221493643944
NO2t2r,0.0
METabc,0.0
CDPGD,0.0
TOLabc,0.0
AMAOTr,0.0
UPP3MT,0.0
DAAD,0.0
PRGCS,0.026546636108892407
MNLpts,0.0
SERt4,0.0
OCOAT1m,0.0
UPPRT,0.0
LDHm,0.0
GAMpts,0.0
PPCK,0.0
ASPAM1,0.0
BZACCOAT,0.0
ASPAM2,0.0
ASPAM3,0.0
ASPAM4,0.0
AAATT,0.0
ASPt2_3,0.0
MALTPTabc,0.0
ACHBS,0.051332838093269995
ASPt2_2,0.0
CHORS,0.1156543052023629
CHORM,0.11246943909421162
AOBUTDs,0.0
CCPPMD,0.0
14HPED,0.0
DHQND,0.1156543052023629
IMPD,0.0238467774963853
Biomass,0.24669760713797576
SUCOAS,-3.9792620822887637
PPAt,0.0
IMP,0.0
ACPYRH,0.0
BUPN,0.0
BUDPP1,0.0
ALRTg,0.0
SSALy,0.0
GART,0.08740890937067725
CRNabc,0.0
CCPPCCOAL,0.0
CCPAMAH,0.0
NAPMSCD,0.0
BTCAL,0.0
GACT_h,0.07649599402134354
ALRTa,0.0
XANt2,0.0
XANt,0.0
BZFORCL1,0.0
KYN,0.0
BZFORCL2,0.0
KYNRN1,0.0
ALRTx,0.0
ALRTs,0.0
MG2t,0.0
KYNRN3,0.0
4NPHPP,0.0
ACS,0.0
FUM,4.164791511132162
GERCT,0.0
NADHDH,0.0
PROTCD,0.0
PPNCL,0.0010731345910501126
TRPTRS,0.0
G1SAT,0.00043813495027704495
PROD2,0.0
ADNt2,0.0
ASP1DC,0.0010731345910501126
MNAO10,0.0
ADCOBNSYN,0.0
MNAO13,0.0
MNAO14,0.0
CLt,0.0
MNAO11,0.0
MNAO12,0.0
CYSTRS,0.0
L_LACD2,0.0
UAGAAT,0.0023485612199535297
PHE2MO1,0.0
GLUCD1,0.0
GLUCD2,0.0
MCITS,0.0
PHE2MO3,0.0
PHE2MO2,0.0
PPG2DG,0.0
CPPPGO,5.476686878463062e-05
NDPK1,0.05280167564615862
NDPK2,0.13496061323936526
NDPK5,0.008060597615626221
4CRESOLt,0.0
NDPK6,0.0
NDPK3,0.026733139499899524
TTDCAt2,0.0
NDPK4,0.004313260963200368
NUDPK9,0.0
ASPTA,-0.7995222749734436
NDPK7,0.008060597615626221
NDPK8,0.004313260963200368
GLU5K,0.16725110973526205
ALPHNH,0.0
GLNabc,0.0
SEROAT,0.023458475462750043
ORNCD,0.0
NPHS,0.0
Phospholipid,0.0122115315533298
GLYCTO1p,0.0
SDPDS,0.046507432897651184
FUCt,0.0
VALTRS,0.0
SERDHT2,0.0
UBQBM,0.0
RNA,0.014801856428278545
PPCDC,0.0010731345910501126
PHAS,0.19496871
SUCD1,0.0
34DHFD,0.0
SUCDi,4.0279912738362995
ASCBptspp,0.0
SUCD4,0.0
CCHCCOAL,0.0
Ktr,0.0
PYDXO_1,0.0
GLUtr,0.0
URIt2,0.0
IDONt2r,0.0
CTPS2,0.02283285033104821
UAGCVT,0.014801856428278545
THRTRS,0.0
PTA2,0.0
CYTCOBO3,25.433513745326525
MAN1PT2,0.0
HIBDkt,0.0
BPHEHB,0.0
BPHEHA,0.0
TRPAS2,-0.0013420349828305882
THDPS,0.046507432897651184
GALCTD,0.0
GRTT,0.0010908968187641288
GLYC3Pabc,0.0
PYDXNO,0.0
HACDHG,0.0
TDPDRE,0.0
RNDR1,0.004313260963200368
RNDR2,0.008060597615626221
PC,0.0
RNDR3,0.008060597615626221
VALTA,-0.11524725415057677
RNDR4,0.004313260963200368
GF6PTA,0.09872221493643944
ATPADT,0.0
NTRLASE,0.0
ILEabc,0.0
AADT2,0.0
NITL2,0.0
GALUi,0.0023485612199535297
NITL1,0.0
FMETDF,0.0
NITL5,0.0
4CRESOLD,0.0
NITL4,0.0
PPCOAC,0.0
PPA2,0.0
PHE2MO4,0.0
PPA,0.5239080078148098
PHE2MO5,0.0
Carbohydrate,0.013568368392588665
RPI,-0.10754140769401062
ALAtr,0.0
PYK,2.0446205980867815
IZPN,0.0
RPE,-0.11909672361235342
TYRTM,0.0
FABC150,0.0002386621726782776
CNTOB,0.0
FABC151,0.0
GTADT2,0.0
PMCOAD,0.0
GTADT1,0.0
TRDR,0.07487913790416116
ACLS,0.20388817137132276
GMHEPAT,0.0035228418299302943
C181t,0.0
ACACt2,0.0
PTRCORNt7,0.0
MICITDr,0.0
3OXAPT,0.0020574580435307175
Cofactors_and_vitamins,0.0074009282141392725
TREH,0.0
HMR_0614,0.0023485612199535297
GTPCI,0.001842831125320694
FORGD,0.0
AHCYSNS,0.0
XAND,0.0
UGMDDS,0.014801856428278545
OCTMBZM,0.0010361299499794983
ALLTC,0.0
FABC140,0.015459916374576525
FABC141,0.0
ACALDt,0.0
NADH16,21.403679640364906
CGS_m,0.0
NADH5,0.0
CYSGS2,0.0
GMHEPPA,0.0035228418299302943
ALAR,0.02960371285655709
MALTHXabc,0.0
NADK,0.001102738303905948
HETZK,0.0
OCDCAt2,0.0
ASPCT,0.03820309804617264
O2t,12.743895089634131
CYTDtr,0.0
DCYTt2,0.0
DATA2,0.0
ALATA_D,0.0
OHPBAKGT,0.0033230167681485333
DATA3,0.0
AGPR,-0.07649599402134354
FRUP,0.0
THRD,0.0
OCDOR,0.000681891921937936
DHDPRy,0.046507432897651184
ACMANApts,0.0
FUMAC,0.0
PTAr,0.0
GLYAT,0.0
DHPD,0.0
NNAM,0.0
DPR,0.0010731345910501126
GLYt2r,0.0
TAGL2_Nlimit,0.0
E4PD,0.0033230167681485333
KPENH,0.0
ADHEr,0.0
OCT,0.07649599402134354
HIStr,0.0
NTD9,0.0
FABC120,0.006110065222562101
NTD8,0.0
CCHNM2,0.0
34DHBt,0.0
NTD5,0.0
NTD4,0.0
NTD7,0.0
NTD6,0.0
ADNCYC,0.0
AHCi,0.0031083898499384946
ADHC2,0.0
CCHNM1,0.0
PRAIZC2,-0.02345304811538219
AMAA,0.0
PRAIZC1,0.02345304811538219
12DHFD,0.0
GUAD,0.0
NTD1,0.0
NAt3_2,0.0
ASNabc,0.0
NTD2,0.0
NAt3_1g,0.0
NMNt7,0.0
NTD3,0.0
ARGORNt7,0.0
CBL,0.0
CYSTBL2,0.0
ADPT,0.0
GLYTRS,0.0
3IPPMD1,0.0
CYSTBL1,0.0
3IPPMD2,0.0
G6PDH2r,3.814386923054965
ALRTgp,0.0
NITOXDR,0.0
ADNCYC1,0.0
BZ12DOX,0.0
BZOTD7,0.0
NADDP,0.0
OP4ENH,0.0
ACMSD,0.0
BZOTD3,0.0
BZOTD4,0.0
BZOTD5,0.0
NADDP1,0.0
G1PTT,0.0
BZOTD1,0.0
ASPSAD,-0.25267755713500034
ADPRT2,0.0
ALCDH_pqq_x,0.0
ADPRT3,0.0
ADPRT4,0.0
KAS14,0.0
3CMUCC,0.0020574580435307175
BKACPS1,0.0
ICDHyr,0.40092838008519305
ANOXDR,0.0
IG3PS,0.0013420349828305882
ACONCt,0.0
THMabc,0.0
CYTDA,0.0
FALDH,0.0
FDFT1,0.0
ANDO,0.0
FDFT2,0.0
GLBRAN2,0.0
UPPDC2,0.0
UPPDC1,5.476686878463062e-05
GLCNt2r,0.0
SKDH,0.1156543052023629
MTTGH,0.029781335133696435
PDX5PSb,0.0
TDSK,0.0011742806099767648
DNMPPA,0.0
NTRIR2x,0.0
PPC,1.0931106830904955
ACYP,0.0
APPS2,0.0
SDPTA,-0.046507432897651184
6CHQt,0.0
APPS3,0.0
DPHS,0.1156543052023629
ARGSL,0.07649599402134354
PAAD6,0.0
PAAD5,0.0
PAAD8,0.0
PAAD7,0.0
POX,0.0
PAAD2,0.0
PAAD1,0.0
CITt7,0.0
PAAD4,0.0
PLIPASA1E_Nlimit,0.0
NO3t7,0.0
PAAD3,0.0
SPMS3,0.0
LYStr,0.0
SPMS,0.0
COBBP1,0.0
COBBP2,0.0
PAAD9,0.0
AOBZACt,0.0
VALabc,0.0
GLXCL,0.0009214155626149356
SHKK,0.1156543052023629
ARGDC,0.0
DMQMT,0.001036129949979498
NNDMBRT,0.0
DPCOAK,0.0010731345910501126
FUCPt6_2,0.0
NTP3,0.0
NTP1,0.0
ILETRS,0.0
NAt3_15,0.0
ACBIPGT,0.0
MCITL2,0.0
PPS,0.0
6CHQD,0.0
OMPHHX,0.0010361299499310472
GTHS,0.0
MCLACi,0.0
PRFGAS,0.026546636108892407
AHSERL4,0.0
SCCNAPS,0.0
INStr,0.0
ADCL,0.001842831125320694
HYXNt,0.0
PANTS,0.0010731345910501126
DDGD,0.0
OAHSL1,0.0
DXPRIi,0.008453340206189878
BUTt2r,0.0
SUCCabc,0.0
SUCCtr,0.0
ALPNIT,0.0
PMDPHT,0.0028419564342294806
IDPD,0.0
ALADH,0.0
OPHBDC,0.0010361299499794983
G3POAT_Nlimit,0.0
16DCDC4,0.0
16DCDC3,0.0
THD2,0.0
16DCDC2,0.0
16DCDC1,0.0
TRSARr,0.0009214155626149356
ETOHt2r,0.0
THIOLS,0.0
PTPATi,0.0010731345910501126
TDPDRR,0.0
METTRS,0.0
TRPS2_1,0.0013420349828305882
TRPS2,0.0
OXCTD2,0.0
OXCTD1,0.0
PHEA4H,0.0
PMPK,0.0030935879935102156
CMK,0.008453340206189878
TRPS1,0.0
DLACt,0.0
AG3POAT_Nlimit,0.0
2H3MBZP,0.0
TKT1,0.0017017200940441556
TKT2,-0.12079844370639757
HXAND,0.0
3OXAPLC,0.0020574580435307175
ALRTap,0.0
ALCDd,0.0
ANS,0.0013420349828305882
BENZt,0.0
PGPS,0.014801856428278545
SADMET,0.0
UAG4Ei,0.013351274498307246
MLTGCT,0.0
MMSAD1m,0.0
UROCANt,0.0
ALCDt,0.0
NTD11,0.0
GLCNtr,0.0
DUTPDP,0.0
ACGK,0.07649599402134354
NTD10,0.0
CHOLD,0.0
CHOLD1,0.0
CYTDt2,0.0
LEUabc,0.0
GRATT,0.0010908968187641288
DHEDAA,0.0
P5PPR,0.0
DHHED1,0.0
HXMGL,0.0
ACGS,0.0
FBMO10,0.0
FBMO11,0.0
ANPRT,0.0013420349828305882
MACR4p,0.0
FBMO14,0.0
FBMO15,0.0
FBMO12,0.0
FBMO13,0.0
ASPALAt,0.0
GLUABUTt7,0.0
PYAM5PO,0.0
PHBD,0.0
GLYK,0.0
UREAt,0.0
G3PD2,0.0
MANpts,0.0
G3PD5,0.0
GLCRD,0.0
4NOXDR,0.0
2KCHCCH,0.0
DABOT,0.0
PGI,-3.8167354842749184
ASO3t1,0.0
4HTHRS,0.0
PGK,-3.660527299527926
ASO3t2,0.0
SERtr,0.0
PGM,-3.3897131510601652
PGL,3.814386923054965
GLCRDH,0.0
NAMNPP,0.0
AGMT,0.0
MUCCYCI,0.0
MCCIS2,0.0
MCCIS5,0.0
MCCIS4,0.0
OCMPH1,0.0
NITRDT1p,0.0
GLYCt,0.0
THMB,0.0030935879935102156
OMPHHX3,0.0
MCCIS1,0.0
OCMPH2,0.0005180649749897491
PHBt,0.19496871
MNAO8,0.0
P5CR,0.0
LGTHL,0.0
MNAO9,0.0
GGLUCYSS,0.0
MNAO4,0.0
MNAO5,0.0
MNAO6,0.0
IMG3PS,0.037409225146402644
MNAO7,0.0
AACTOOR,0.0
MNAO2,0.0
UAGPT2,0.014801856428278545
MNAO3,0.0
FMETTRS,0.0
ALAabc,0.0
ME4PCT,0.008453340206189878
HEMEOS,5.476686878463062e-05
DTO4CH,0.0
FLBZDD,0.0
ASPR,0.0
DHAt,0.0
S7PI,0.0035228418299302943
ACGApts,0.0
PDX5PS,0.0033230167681485333
HMPK1,0.0030935879935102156
DHADT1,0.20388817137132276
PLIPASA1S_Nlimit,0.0
MCDC,0.0
DHADT2,0.051332838093269995
ACPS1,0.0
DHPMD,0.0
MALTTTRabc,0.0
4HBZt,0.0
PCT3,0.0
PCT2,0.0
PGCM,-0.0023485612199535297
PCT1,0.0
DAPE,0.046507432897651184
NUDPK10,0.0
GOX,0.0
ASPt,0.0
GLUPRT,0.026546636108892407
FE2abc,5.476686878463062e-05
HISabc,0.0
4HBTt,0.0
BETALDHx,0.0
BETALDDH1,0.0
MALDDH,0.0
SUCCt2r,0.0
GSNt2,0.0
ILETA,-0.051332838093269995
ASNS,0.06190136358306088
PDH1,5.340363793565655
2AMBZC,0.0
ICDHx,4.0574515391640205
PDH2,5.340363793565655
CLS_m,-0.0009214155626149356
CLPNS2,0.002057087997074607
P5CD3,0.0
BPDDO,0.0
P5CD4,0.0
METAT,0.003108389849938494
PDH3,5.340363793565655
P5CD5,0.0
BKAR2,0.0
PCNO,-0.000681891921937936
DAPabc,0.0
4HBZDC,0.0
R15BPK,0.0
ASPK,0.25267755713500034
MGSA,0.0
4HBZCT,0.0
PAPSR,0.05013142074650798
IPMD,0.08756778262969589
PAPSR2,0.0
GCALDD,0.001842831125320694
PDX5POi,0.0033230167681485333
FGDM,0.0
NA1t,-0.05013142074650798
CRNCDH,0.0
NO3R1,0.0
FLVR,0.0
GALCTNt2r,0.0
FRUpts2,0.0
CATCHD1,0.0
CATCHD2,0.0
CATCHD3,0.0
CATCHD4,0.0
CATCHD5,0.0
HSERA,-0.025807036682703573
TMPK,0.0
HSDy,-0.20617012423734912
DHNPA,0.001842831125320694
URItr,0.0
BUTNt,0.0
MECDPS,0.008453340206189878
GLNS,2.449650621779222
GLNST2,0.014801856428278545
THMPT,-0.0030935879935102156
CTBTCRNCT,0.0
2NAPTCT,0.0
SUCCS,0.0
P5CD,0.0
LDH_L,0.0
ASNN,0.0
L__LACD4,0.0
NACt,0.0
CMBLD1,0.0
CMBLD2,0.0
GLYCK,0.0
NODOx,0.0
CMBLD6,0.0
ORPT,-0.03820309804617264
NODOX2,0.0
GLYCEK1,0.0
HSK,0.2319771609200527
CMBLD5,0.0
CMBLD4,0.0
CMBLD3,0.0
SELNPS,0.0
CMBLD7,0.0
2MNAPTH,0.0
CITNCL,0.0
ACTF2,0.0
ACTF3,0.0
CATCHD6,0.0
ACTF4,0.0
ACTF5,0.0
ENCOAH3,0.0
FDH2,0.0
ENCOAH4,0.0
ENCOAH1,0.0
ENCOAH2,0.000681891921937936
ENCOAH7,0.0
GLTN1,0.0
GLTN2,0.0
ENCOAH5,0.0
ENCOAH6,0.0
GLTN3,0.0
AGMHE,0.0035228418299302943
G3POAT,0.0170472980484484
GCLDH,0.0
26DICH,0.0
PPPGO,0.0
FABC161,0.00596655431695694
FABC160,0.008660027408611787
GAPD,3.660527299527926
THRabc,0.0
HISAL,0.0
METS,0.0
NITRDT1,0.0
UMPK,0.05417923508442795
NITRDT2,0.0
BTCOADm,0.0
TPI,-0.023056111665553648
PHBZMN,0.0020574580435307175
ALTRH,0.0
DINSt2,0.0
ACOADH5,0.0
DADNt2,0.0
BTCOAD2,0.0
FTOLAM,0.0
R3HBNt,0.0
PROAKGOX1,0.0
ACONT2,4.4583799192492135
FABC171,0.0002386621726782776
FABC170,0.00020456757658138082
URAt2,0.0
AGPAT,0.0170472980484484
MALPYRI,0.0
ACONT1,4.4583799192492135
ADCS,0.001842831125320694
GSDH,0.0
ACOADH1,0.0
MAN6PI,0.0
DALAt2r,0.014801856428278545
SUCFUMt,0.0
ACOADH3,0.0
ACOADH4,0.0
ICL,0.0
APATr,0.0
UNK2,0.0
MOAT,0.0011742806099767648
DURIPP,0.0
LAAO6,0.0
PLIPASA1C_Nlimit,0.0
4HBTD,0.0
LAAO4,0.0
LAAO5,0.0
FABC190,0.0
LAAO2,0.0
ESTLP,0.0
GLTPD,0.0
TDP,0.0
LAAO3,0.0
TMDS,0.004313260963200368
EDTXS1,0.0011742806099767648
2H3CBZP,0.0
KAS16,0.004697122439907059
EDTXS2,0.0011742806099767648
THMDtr,0.0
ASPTRS,0.0
FABC181,0.0038185947628524416
RZ5PP,0.0
FABC180,0.0004432297492596584
UDPG4E,0.0
ICITt,0.0
BZALDD4,0.0
BZALDD5,0.0
THRt,0.0
BZALDD6,0.0030935879935102156
PDX5PSa,0.0
MAN6Pt6_2,0.0
BZALDD1,0.0
A5PISO,0.0058714030498838235
BZALDD2,0.0
CATECHt,0.0
BZALDD3,0.0
GENt,0.0
ALKP,0.001842831125320694
APRAUR,0.0028419564342294806
UMBM1,0.0
UMBM2,0.0
FOMETRi,0.0
ATPPRT,0.037409225146402644
DADK,0.0
RIBabc,0.0
URAtr,0.0
THRS,0.2319771609200527
GARFT,-0.06086227326178484
DNA,0.007647625821277248
UREA,0.0
GUAPRT,0.0
HMBS,5.476686878463062e-05
USHD,0.0011742806099767648
ADIPt,0.0
PGLYCP,0.0
BENZOTt,0.0
DHPS,0.001842831125320694
PNTOt4,0.0
DHPS2,0.0
UDPGD,0.0
HYD1,0.0
GUAt,0.0
KNTt,0.0
THMDt2,0.0
GUAt2,0.0
PACt,0.0
FORA,0.0
Maintenance,3.0
CRNt7,0.0
HEXTT,0.0
OTO4BZ,0.0
URIDK2r,-0.004313260963200368
OBTFL,0.0
FBMO15p,0.0
ALR2,0.0
ETHAAL,0.0
PGRPP,0.0036701203014370687
LEUTA,0.0
ADIPL,0.0
CO2t,-13.202388838957749
CRNBTCT,0.0
SO4t,0.05013142074650798
UDCPDP,0.014801856428278545
3HBZOR,0.0
ARGSS,0.07649599402134354
ACKr,0.0
GSPMDS,0.0
ENCOAR,0.0
TSULabc,0.0
ACOATA,0.040458387834819455
NITORT,0.0
PHCHGS,0.0
LPADSS,0.0011742806099767648
CBIAT,0.0
CBIAT1,0.0
3HBCD,0.0
ORNabc,0.0
BACCL,0.0
NT5C,0.0
LEUtr,0.0
KNAKGT,0.0
2PGt,0.0
PACCOAL,0.0
NTD13,0.0
CYTK1,0.03244517589557221
CYTK2,0.0
LLACtr,0.0
UAMAS,0.014801856428278545
FRUabc,4.038077264653642
TRE6PP,0.0
NTPPD7,0.0
NTPPD8,0.0
P5CR1,0.16725110973526205
