0,1
ATPS4m,5.60736706191393
OCPPH1,2.651220560073853e-05
DHFR,0.00021011554181575768
DTMPK,0.00011075789511203764
KDO8PS,0.00030047166347503665
ADNK,0.00015907323360443118
KDOPP,0.00030047166347503665
COBALTt5,-5.595662610488503e-07
CAT,0.0005970541431317744
NNATr,0.00011973273683527075
UAMAGS,0.0007574915885925293
THRD_L,0.003644196110447106
HBZOPT,5.302441120147707e-05
GLNTRS,0.002603350126832157
ACALD,0.12098591263301195
HISTD,0.0017441997591292036
CYTBD,4.716804968446848
OCTDPS,5.302441120147707e-05
IMPC,-0.003282807436209065
TYRTA,-0.002088335300920338
THRA,0.12098591263301195
TAh,-0.2004843218480316
DHQS,0.006089161964328625
DB4PS,0.00033592115312269604
ARGTRS,0.005205566631190845
PHEMEAS,5.60598020011597e-06
FMNAT,5.3406073622907755e-05
NH4t,0.12961764504487178
FDH,-1.2479643272497114
ADK3,-0.1891313549187353
ADK1,0.06499607922141568
GMPS,0.0007262199651431157
KDOCT2,0.00030047166347503665
GLUTRS,0.004185180826906503
GLUTRR,4.484784160092776e-05
SLFR,0.003193998777765459
H2Ot,-5.65633878293254
LEUTRS,0.007690313984350472
MTHFR2,0.0021888286828937406
MDH,0.00940732671734375
DHDPS,0.0032707179761096877
FBA,-0.4124022880143804
PERD,0.00017214041418170934
ALATRS,0.009072631463060973
MECDPDHT,0.00044101323021216446
PHETRS,0.002849621236711282
LYSTRS,0.0025132263875171585
FBP,0.4124022880143804
LPS,0.00042924523353576665
OMMBZH,5.302441120147707e-05
ACACT1r,0.03787457942962647
DHR,-0.0009022351352465685
PPGS,0.00018529506742954262
ADSK,0.003193998777765459
FCLT,5.60598020011597e-06
UNAMPLA,0.0007574915885925293
MOHMT,5.491814017295759e-05
NADSG,0.00011973273683527075
UAAGDS,0.0007574915885925293
TMPPP,0.00015958934920862712
PAPPT3,0.0007574915885925293
DHPPRAP,0.00016796057656134802
PNTK,5.49181401729576e-05
CBPS,0.006107801766437415
DAPDC,0.0025132263875171585
UAGDP,0.005052153274416924
PRGCS,0.0016981970262884337
ACHBS,0.003644196110447106
CHORS,0.006089161964328625
CHORM,0.00493795653763162
DHQND,0.006089161964328625
IMPD,0.0007262199651431157
SUCOAS,0.0032707179761096877
GART,0.005207062387847164
GACT_h,0.009202957216973031
MG2t,9.593834935083748e-06
FUM,0.00940732671734375
PPNCL,5.49181401729576e-05
TRPTRS,0.0010518477799932831
G1SAT,4.484784160092777e-05
ASP1DC,5.49181401729576e-05
CYSTRS,0.0009497358390945623
UAGAAT,0.00012018866539001467
CPPPGO,5.60598020011597e-06
NDPK2,0.051232499179941465
NDPK5,8.496656900644301e-05
NDPK3,0.0365745005044188
NDPK4,0.00011075789511203764
ASPTA,-0.16217097491941282
NDPK7,8.535793966054915e-05
NDPK8,0.00011028825032711028
SEROAT,0.0011642433284761494
ORNCD,0.003997390585782188
Phospholipid,0.0006249305605888367
SDPDS,0.0032707179761096877
VALTRS,0.005975121109880097
PPCDC,5.49181401729576e-05
PHAS,0.03787457942962647
SUCDi,0.00010656493800715008
Ktr,0.00891693858206996
CTPS2,0.00044905031143130115
UAGCVT,0.0007574915885925293
THRTRS,0.0037741475037179452
TRPAS2,-0.0010518477799932831
THDPS,0.0032707179761096877
GRTT,5.863039140159304e-05
RNDR1,0.00011028825032711028
RNDR2,8.496656900644301e-05
PC,0.012714322781787944
RNDR3,8.535793966054915e-05
VALTA,-0.005975121109880097
RNDR4,0.00011075789511203764
GF6PTA,0.005052153274416924
GALUi,0.00012018866539001467
Carbohydrate,0.0006943672895431517
RPI,0.1947878264124532
RPE,-0.4070496630764885
FABC150,1.2213642876148227e-05
GTADT2,2.8448017438357957e-07
GTADT1,3.105715513226486e-07
TRDR,0.0035853694318715994
ACLS,0.013720353234403529
GMHEPAT,0.000180282998085022
3OXAPT,0.00010656493800715008
Cofactors_and_vitamins,0.0003787457942962647
HMR_0614,0.00012018866539001467
GTPCI,9.935764670372004e-05
UGMDDS,0.0007574915885925293
OCTMBZM,5.302441120147707e-05
FABC140,0.0007911680991387367
GMHEPPA,0.000180282998085022
ALAR,0.002272474765777588
NADK,5.64332647393917e-05
ASPCT,0.0009022351352465685
O2t,2.3593327320154733
OHPBAKGT,0.00017214041418170934
AGPR,-0.009202957216973031
OCDOR,3.4896122503280644e-05
DHDPRy,0.0032707179761096877
PTAr,-0.2680095546760643
DPR,5.49181401729576e-05
E4PD,0.00017214041418170934
OCT,0.005205566631190845
FABC120,0.00031268530635118486
AHCi,0.00015907323360443118
PRAIZC2,-0.001538607677079806
PRAIZC1,0.0015386076770798065
NAt3_1g,0.003193998777765459
GLYTRS,0.00643081620875566
ASPSAD,-0.13370472967257602
3CMUCC,0.00010656493800715008
ICDHyr,0.5959720532037496
IG3PS,0.0010518477799932831
UPPDC1,5.60598020011597e-06
SKDH,0.006089161964328625
TDSK,6.009433269500734e-05
DNMPPA,9.935764670372004e-05
PPC,0.15689766282628925
SDPTA,-0.0032707179761096877
DPHS,0.006089161964328625
ARGSL,0.005205566631190845
GLXCL,4.967882335186002e-05
SHKK,0.006089161964328625
DMQMT,5.302441120147707e-05
DPCOAK,5.49181401729576e-05
ILETRS,0.003644196110447106
PRFGAS,0.0016981970262884337
ADCL,9.935764670372004e-05
PANTS,5.49181401729576e-05
DXPRIi,0.00044101323021216446
PMDPHT,0.00016796057656134802
OPHBDC,5.302441120147707e-05
TRSARr,4.967882335186002e-05
PTPATi,5.49181401729576e-05
METTRS,0.002250763430715027
TRPS2_1,0.0010518477799932831
PMPK,0.00015958934920862712
CMK,0.00044101323021216446
TKT1,-0.20030403884994652
TKT2,-0.2067456242265419
3OXAPLC,0.00010656493800715008
ANS,0.0010518477799932831
PGPS,0.0007574915885925293
UAG4Ei,0.0006832574129104613
ACGK,0.009202957216973031
GRATT,5.863039140159304e-05
ANPRT,0.0010518477799932831
G3PD2,-0.0010576981300115587
PGI,-0.00012018866539001467
PGK,1.0322682433376738
PGM,-0.17013395000701406
THMB,0.00015958934920862712
OCMPH2,2.651220560073853e-05
IMG3PS,0.0017441997591292036
UAGPT2,0.0007574915885925293
FMETTRS,0.00022100798142571582
ME4PCT,0.00044101323021216446
HEMEOS,5.60598020011597e-06
S7PI,0.000180282998085022
PDX5PS,0.00017214041418170934
HMPK1,0.00015958934920862712
DHADT1,0.013720353234403529
DHADT2,0.003644196110447106
PGCM,-0.00012018866539001467
PCT1,0.2646953672329088
DAPE,0.0032707179761096877
GLUPRT,0.0016981970262884337
FE2abc,6.609888268502937e-05
ILETA,-0.003644196110447106
ASNS,0.0020879615240337293
ICDHx,-0.5791237157977417
CLS_m,-4.967882335186002e-05
CLPNS2,0.00010779736548662184
METAT,0.00015907323360443118
PCNO,-3.4896122503280644e-05
ASPK,0.13370472967257602
PAPSR,0.003193998777765459
